Variable,UNIT,COU,Country,Year,Value
R03-Drugs for obstructive airway diseases,NBPYEANB,FRA,France,2019,68.0
R03-Drugs for obstructive airway diseases,NBPYEANB,FRA,France,2020,67.1
R03-Drugs for obstructive airway diseases,NBPYEANB,DEU,Germany,2010,49.2
R03-Drugs for obstructive airway diseases,NBPYEANB,DEU,Germany,2011,49.9
R03-Drugs for obstructive airway diseases,NBPYEANB,DEU,Germany,2012,49.7
R03-Drugs for obstructive airway diseases,NBPYEANB,DEU,Germany,2013,50.4
R03-Drugs for obstructive airway diseases,NBPYEANB,DEU,Germany,2014,51.0
R03-Drugs for obstructive airway diseases,NBPYEANB,DEU,Germany,2015,49.8
R03-Drugs for obstructive airway diseases,NBPYEANB,DEU,Germany,2016,50.0
R03-Drugs for obstructive airway diseases,NBPYEANB,DEU,Germany,2017,49.6
R03-Drugs for obstructive airway diseases,NBPYEANB,DEU,Germany,2018,51.6
R03-Drugs for obstructive airway diseases,NBPYEANB,DEU,Germany,2019,53.0
R03-Drugs for obstructive airway diseases,NBPYEANB,DEU,Germany,2020,53.7
R03-Drugs for obstructive airway diseases,NBPYEANB,GRC,Greece,2013,50.0
R03-Drugs for obstructive airway diseases,NBPYEANB,GRC,Greece,2014,50.1
R03-Drugs for obstructive airway diseases,NBPYEANB,GRC,Greece,2015,53.9
R03-Drugs for obstructive airway diseases,NBPYEANB,GRC,Greece,2017,48.3
R03-Drugs for obstructive airway diseases,NBPYEANB,GRC,Greece,2018,48.5
R03-Drugs for obstructive airway diseases,NBPYEANB,GRC,Greece,2019,48.9
R03-Drugs for obstructive airway diseases,NBPYEANB,GRC,Greece,2020,47.6
R03-Drugs for obstructive airway diseases,NBPYEANB,GRC,Greece,2021,44.9
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2010,37.8
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2011,39.4
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2012,38.9
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2013,41.0
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2014,42.0
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2015,42.4
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2016,42.2
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2017,42.3
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2018,42.3
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2019,41.9
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2020,43.6
R03-Drugs for obstructive airway diseases,NBPYEANB,HUN,Hungary,2021,41.2
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2010,41.3
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2011,43.7
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2012,42.8
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2013,42.3
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2014,40.8
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2015,40.8
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2016,40.8
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2017,40.0
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2018,38.8
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2019,37.4
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2020,35.0
R03-Drugs for obstructive airway diseases,NBPYEANB,ISL,Iceland,2021,34.7
R03-Drugs for obstructive airway diseases,NBPYEANB,ITA,Italy,2011,41.7
R03-Drugs for obstructive airway diseases,NBPYEANB,ITA,Italy,2012,40.2
R03-Drugs for obstructive airway diseases,NBPYEANB,ITA,Italy,2013,40.4
R03-Drugs for obstructive airway diseases,NBPYEANB,ITA,Italy,2014,40.0
R03-Drugs for obstructive airway diseases,NBPYEANB,ITA,Italy,2015,38.3
R03-Drugs for obstructive airway diseases,NBPYEANB,ITA,Italy,2016,37.6
R03-Drugs for obstructive airway diseases,NBPYEANB,ITA,Italy,2017,33.6
R03-Drugs for obstructive airway diseases,NBPYEANB,ITA,Italy,2018,33.5
R03-Drugs for obstructive airway diseases,NBPYEANB,ITA,Italy,2019,34.2
R03-Drugs for obstructive airway diseases,NBPYEANB,ITA,Italy,2020,33.2
R03-Drugs for obstructive airway diseases,NBPYEANB,ITA,Italy,2021,29.7
R03-Drugs for obstructive airway diseases,NBPYEANB,KOR,Korea,2010,19.4
R03-Drugs for obstructive airway diseases,NBPYEANB,KOR,Korea,2011,10.3
R03-Drugs for obstructive airway diseases,NBPYEANB,KOR,Korea,2012,12.4
R03-Drugs for obstructive airway diseases,NBPYEANB,KOR,Korea,2013,14.1
R03-Drugs for obstructive airway diseases,NBPYEANB,KOR,Korea,2014,14.1
R03-Drugs for obstructive airway diseases,NBPYEANB,KOR,Korea,2015,15.5
R03-Drugs for obstructive airway diseases,NBPYEANB,KOR,Korea,2016,14.3
R03-Drugs for obstructive airway diseases,NBPYEANB,KOR,Korea,2017,12.9
R03-Drugs for obstructive airway diseases,NBPYEANB,KOR,Korea,2018,13.2
R03-Drugs for obstructive airway diseases,NBPYEANB,KOR,Korea,2019,13.5
R03-Drugs for obstructive airway diseases,NBPYEANB,KOR,Korea,2020,12.3
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2010,23.8
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2011,24.3
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2012,24.3
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2013,25.2
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2014,24.9
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2015,23.1
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2016,23.2
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2017,21.5
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2018,21.3
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2019,20.1
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2020,19.0
R03-Drugs for obstructive airway diseases,NBPYEANB,LUX,Luxembourg,2021,17.3
R03-Drugs for obstructive airway diseases,NBPYEANB,NLD,Netherlands,2010,59.0
R03-Drugs for obstructive airway diseases,NBPYEANB,NLD,Netherlands,2011,60.3
R03-Drugs for obstructive airway diseases,NBPYEANB,NLD,Netherlands,2012,61.3
R03-Drugs for obstructive airway diseases,NBPYEANB,NLD,Netherlands,2013,60.5
R03-Drugs for obstructive airway diseases,NBPYEANB,NLD,Netherlands,2014,60.3
R03-Drugs for obstructive airway diseases,NBPYEANB,NLD,Netherlands,2015,60.6
R03-Drugs for obstructive airway diseases,NBPYEANB,NLD,Netherlands,2016,60.4
R03-Drugs for obstructive airway diseases,NBPYEANB,NLD,Netherlands,2017,60.4
R03-Drugs for obstructive airway diseases,NBPYEANB,NLD,Netherlands,2018,59.4
R03-Drugs for obstructive airway diseases,NBPYEANB,NLD,Netherlands,2019,58.8
R03-Drugs for obstructive airway diseases,NBPYEANB,NLD,Netherlands,2020,57.9
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2010,63.6
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2011,64.2
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2012,63.4
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2013,63.8
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2014,64.6
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2015,65.6
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2016,66.3
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2017,67.6
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2018,67.2
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2019,68.6
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2020,68.9
R03-Drugs for obstructive airway diseases,NBPYEANB,NOR,Norway,2021,67.7
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2010,30.5
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2011,31.6
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2012,33.6
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2013,33.4
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2014,34.0
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2015,33.8
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2016,34.7
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2017,32.5
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2018,31.6
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2019,31.9
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2020,31.5
R03-Drugs for obstructive airway diseases,NBPYEANB,PRT,Portugal,2021,29.9
R03-Drugs for obstructive airway diseases,NBPYEANB,SVK,Slovak Republic,2010,33.2
R03-Drugs for obstructive airway diseases,NBPYEANB,SVK,Slovak Republic,2011,34.6
R03-Drugs for obstructive airway diseases,NBPYEANB,SVK,Slovak Republic,2012,34.8
R03-Drugs for obstructive airway diseases,NBPYEANB,SVK,Slovak Republic,2013,40.6
R03-Drugs for obstructive airway diseases,NBPYEANB,SVK,Slovak Republic,2014,41.2
R03-Drugs for obstructive airway diseases,NBPYEANB,SVK,Slovak Republic,2015,43.2
R03-Drugs for obstructive airway diseases,NBPYEANB,SVK,Slovak Republic,2016,35.2
R03-Drugs for obstructive airway diseases,NBPYEANB,SVK,Slovak Republic,2017,33.7
R03-Drugs for obstructive airway diseases,NBPYEANB,SVK,Slovak Republic,2018,31.0
R03-Drugs for obstructive airway diseases,NBPYEANB,SVK,Slovak Republic,2019,33.4
R03-Drugs for obstructive airway diseases,NBPYEANB,SVK,Slovak Republic,2020,32.5
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2010,44.1
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2011,46.0
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2012,44.6
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2013,45.2
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2014,47.4
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2015,53.1
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2016,50.2
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2017,51.2
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2018,57.7
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2019,58.2
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2020,57.5
R03-Drugs for obstructive airway diseases,NBPYEANB,ESP,Spain,2021,55.5
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2010,50.0
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2011,50.4
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2012,49.5
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2013,50.5
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2014,52.4
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2015,53.4
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2016,54.9
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2017,55.5
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2018,55.9
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2019,57.8
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2020,61.9
R03-Drugs for obstructive airway diseases,NBPYEANB,SWE,Sweden,2021,58.7
R03-Drugs for obstructive airway diseases,NBPYEANB,TUR,Türkiye,2010,22.1
R03-Drugs for obstructive airway diseases,NBPYEANB,TUR,Türkiye,2011,24.8
R03-Drugs for obstructive airway diseases,NBPYEANB,TUR,Türkiye,2012,24.2
R03-Drugs for obstructive airway diseases,NBPYEANB,TUR,Türkiye,2013,29.0
R03-Drugs for obstructive airway diseases,NBPYEANB,TUR,Türkiye,2014,32.1
R03-Drugs for obstructive airway diseases,NBPYEANB,TUR,Türkiye,2015,37.2
R03-Drugs for obstructive airway diseases,NBPYEANB,TUR,Türkiye,2016,38.0
R03-Drugs for obstructive airway diseases,NBPYEANB,TUR,Türkiye,2017,40.5
R03-Drugs for obstructive airway diseases,NBPYEANB,TUR,Türkiye,2018,43.9
R03-Drugs for obstructive airway diseases,NBPYEANB,TUR,Türkiye,2019,44.2
R03-Drugs for obstructive airway diseases,NBPYEANB,TUR,Türkiye,2020,48.7
R03-Drugs for obstructive airway diseases,NBPYEANB,GBR,United Kingdom,2010,87.4
R03-Drugs for obstructive airway diseases,NBPYEANB,GBR,United Kingdom,2011,87.2
R03-Drugs for obstructive airway diseases,NBPYEANB,GBR,United Kingdom,2012,90.9
R03-Drugs for obstructive airway diseases,NBPYEANB,GBR,United Kingdom,2013,92.8
R03-Drugs for obstructive airway diseases,NBPYEANB,GBR,United Kingdom,2014,95.0
R03-Drugs for obstructive airway diseases,NBPYEANB,GBR,United Kingdom,2015,94.1
R03-Drugs for obstructive airway diseases,NBPYEANB,GBR,United Kingdom,2016,97.5
R03-Drugs for obstructive airway diseases,NBPYEANB,GBR,United Kingdom,2017,91.4
R03-Drugs for obstructive airway diseases,NBPYEANB,CHL,Chile,2011,8.1
R03-Drugs for obstructive airway diseases,NBPYEANB,CHL,Chile,2012,10.8
R03-Drugs for obstructive airway diseases,NBPYEANB,CHL,Chile,2013,13.9
R03-Drugs for obstructive airway diseases,NBPYEANB,CHL,Chile,2014,13.6
R03-Drugs for obstructive airway diseases,NBPYEANB,CHL,Chile,2015,16.8
R03-Drugs for obstructive airway diseases,NBPYEANB,CHL,Chile,2016,16.0
R03-Drugs for obstructive airway diseases,NBPYEANB,CHL,Chile,2017,15.2
R03-Drugs for obstructive airway diseases,NBPYEANB,CHL,Chile,2018,15.4
R03-Drugs for obstructive airway diseases,NBPYEANB,CHL,Chile,2019,19.3
R03-Drugs for obstructive airway diseases,NBPYEANB,CHL,Chile,2020,36.1
R03-Drugs for obstructive airway diseases,NBPYEANB,CHL,Chile,2021,31.3
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2010,17.9
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2011,18.4
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2012,20.3
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2013,22.1
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2014,23.2
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2015,24.5
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2016,24.9
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2017,25.8
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2018,27.9
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2019,27.3
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2020,28.0
R03-Drugs for obstructive airway diseases,NBPYEANB,EST,Estonia,2021,27.6
R03-Drugs for obstructive airway diseases,NBPYEANB,ISR,Israel,2012,27.5
R03-Drugs for obstructive airway diseases,NBPYEANB,ISR,Israel,2014,20.9
R03-Drugs for obstructive airway diseases,NBPYEANB,ISR,Israel,2015,28.5
R03-Drugs for obstructive airway diseases,NBPYEANB,ISR,Israel,2016,25.6
R03-Drugs for obstructive airway diseases,NBPYEANB,ISR,Israel,2017,26.1
R03-Drugs for obstructive airway diseases,NBPYEANB,ISR,Israel,2018,26.6
R03-Drugs for obstructive airway diseases,NBPYEANB,ISR,Israel,2019,27.5
R03-Drugs for obstructive airway diseases,NBPYEANB,ISR,Israel,2020,23.6
R03-Drugs for obstructive airway diseases,NBPYEANB,ISR,Israel,2021,24.7
R03-Drugs for obstructive airway diseases,NBPYEANB,SVN,Slovenia,2010,36.5
R03-Drugs for obstructive airway diseases,NBPYEANB,SVN,Slovenia,2011,36.5
R03-Drugs for obstructive airway diseases,NBPYEANB,SVN,Slovenia,2012,37.1
R03-Drugs for obstructive airway diseases,NBPYEANB,SVN,Slovenia,2013,38.5
R03-Drugs for obstructive airway diseases,NBPYEANB,SVN,Slovenia,2014,39.6
R03-Drugs for obstructive airway diseases,NBPYEANB,SVN,Slovenia,2015,41.0
R03-Drugs for obstructive airway diseases,NBPYEANB,SVN,Slovenia,2016,42.2
R03-Drugs for obstructive airway diseases,NBPYEANB,SVN,Slovenia,2017,42.4
R03-Drugs for obstructive airway diseases,NBPYEANB,SVN,Slovenia,2018,42.6
R03-Drugs for obstructive airway diseases,NBPYEANB,SVN,Slovenia,2019,43.7
R03-Drugs for obstructive airway diseases,NBPYEANB,SVN,Slovenia,2020,43.6
J01-Antibacterials for systemic use,NBPYEANB,LTU,Lithuania,2010,14.4
J01-Antibacterials for systemic use,NBPYEANB,LTU,Lithuania,2011,15.5
J01-Antibacterials for systemic use,NBPYEANB,LTU,Lithuania,2012,15.3
J01-Antibacterials for systemic use,NBPYEANB,LTU,Lithuania,2013,17.1
J01-Antibacterials for systemic use,NBPYEANB,LTU,Lithuania,2014,15.1
J01-Antibacterials for systemic use,NBPYEANB,LTU,Lithuania,2015,15.8
J01-Antibacterials for systemic use,NBPYEANB,LTU,Lithuania,2016,16.6
J01-Antibacterials for systemic use,NBPYEANB,LTU,Lithuania,2017,16.6
J01-Antibacterials for systemic use,NBPYEANB,LTU,Lithuania,2018,16.3
J01-Antibacterials for systemic use,NBPYEANB,LTU,Lithuania,2019,16.1
J01-Antibacterials for systemic use,NBPYEANB,LTU,Lithuania,2020,14.1
J01-Antibacterials for systemic use,NBPYEANB,LVA,Latvia,2010,12.6
J01-Antibacterials for systemic use,NBPYEANB,LVA,Latvia,2011,12.9
J01-Antibacterials for systemic use,NBPYEANB,LVA,Latvia,2012,12.9
J01-Antibacterials for systemic use,NBPYEANB,LVA,Latvia,2013,13.3
J01-Antibacterials for systemic use,NBPYEANB,LVA,Latvia,2014,12.6
J01-Antibacterials for systemic use,NBPYEANB,LVA,Latvia,2015,13.1
J01-Antibacterials for systemic use,NBPYEANB,LVA,Latvia,2016,12.9
J01-Antibacterials for systemic use,NBPYEANB,LVA,Latvia,2017,13.9
J01-Antibacterials for systemic use,NBPYEANB,LVA,Latvia,2018,13.4
J01-Antibacterials for systemic use,NBPYEANB,LVA,Latvia,2019,13.9
J01-Antibacterials for systemic use,NBPYEANB,LVA,Latvia,2020,12.3
A-Alimentary tract and metabolism,NBPYEANB,LVA,Latvia,2012,160.7
A-Alimentary tract and metabolism,NBPYEANB,LVA,Latvia,2013,169.2
A-Alimentary tract and metabolism,NBPYEANB,LVA,Latvia,2014,182.7
A-Alimentary tract and metabolism,NBPYEANB,LVA,Latvia,2015,202.6
A-Alimentary tract and metabolism,NBPYEANB,LVA,Latvia,2016,224.4
A-Alimentary tract and metabolism,NBPYEANB,LVA,Latvia,2017,259.4
A-Alimentary tract and metabolism,NBPYEANB,LVA,Latvia,2018,294.7
A-Alimentary tract and metabolism,NBPYEANB,LVA,Latvia,2019,304.3
A-Alimentary tract and metabolism,NBPYEANB,LVA,Latvia,2020,360.3
A-Alimentary tract and metabolism,NBPYEANB,LVA,Latvia,2021,387.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LVA,Latvia,2012,28.3
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LVA,Latvia,2013,30.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LVA,Latvia,2014,33.4
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LVA,Latvia,2015,37.7
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LVA,Latvia,2016,40.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LVA,Latvia,2017,42.0
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LVA,Latvia,2018,43.9
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LVA,Latvia,2019,46.8
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LVA,Latvia,2020,52.1
A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),NBPYEANB,LVA,Latvia,2021,54.2
A10-Drugs used in diabetes,NBPYEANB,LVA,Latvia,2012,40.2
A10-Drugs used in diabetes,NBPYEANB,LVA,Latvia,2013,41.5
A10-Drugs used in diabetes,NBPYEANB,LVA,Latvia,2014,42.4
A10-Drugs used in diabetes,NBPYEANB,LVA,Latvia,2015,43.8
A10-Drugs used in diabetes,NBPYEANB,LVA,Latvia,2016,43.6
A10-Drugs used in diabetes,NBPYEANB,LVA,Latvia,2017,45.5
A10-Drugs used in diabetes,NBPYEANB,LVA,Latvia,2018,46.7
A10-Drugs used in diabetes,NBPYEANB,LVA,Latvia,2019,48.1
A10-Drugs used in diabetes,NBPYEANB,LVA,Latvia,2020,50.5
A10-Drugs used in diabetes,NBPYEANB,LVA,Latvia,2021,50.0
B-Blood and blood forming organs,NBPYEANB,LVA,Latvia,2012,79.0
B-Blood and blood forming organs,NBPYEANB,LVA,Latvia,2013,82.1
B-Blood and blood forming organs,NBPYEANB,LVA,Latvia,2014,82.9
B-Blood and blood forming organs,NBPYEANB,LVA,Latvia,2015,84.7
B-Blood and blood forming organs,NBPYEANB,LVA,Latvia,2016,85.4
B-Blood and blood forming organs,NBPYEANB,LVA,Latvia,2017,88.8
B-Blood and blood forming organs,NBPYEANB,LVA,Latvia,2018,88.6
B-Blood and blood forming organs,NBPYEANB,LVA,Latvia,2019,90.2
B-Blood and blood forming organs,NBPYEANB,LVA,Latvia,2020,92.9
B-Blood and blood forming organs,NBPYEANB,LVA,Latvia,2021,107.3
C-Cardiovascular system,NBPYEANB,LVA,Latvia,2012,255.1
C-Cardiovascular system,NBPYEANB,LVA,Latvia,2013,272.1
C-Cardiovascular system,NBPYEANB,LVA,Latvia,2014,279.6
C-Cardiovascular system,NBPYEANB,LVA,Latvia,2015,282.5
C-Cardiovascular system,NBPYEANB,LVA,Latvia,2016,283.7
C-Cardiovascular system,NBPYEANB,LVA,Latvia,2017,297.8
C-Cardiovascular system,NBPYEANB,LVA,Latvia,2018,298.6
C-Cardiovascular system,NBPYEANB,LVA,Latvia,2019,310.7
C-Cardiovascular system,NBPYEANB,LVA,Latvia,2020,333.2
C-Cardiovascular system,NBPYEANB,LVA,Latvia,2021,333.1
C01A-Cardiac glycosides,NBPYEANB,LVA,Latvia,2012,4.6
C01A-Cardiac glycosides,NBPYEANB,LVA,Latvia,2013,4.4
C01A-Cardiac glycosides,NBPYEANB,LVA,Latvia,2014,3.9
C01A-Cardiac glycosides,NBPYEANB,LVA,Latvia,2015,3.7
C01A-Cardiac glycosides,NBPYEANB,LVA,Latvia,2016,3.5
C01A-Cardiac glycosides,NBPYEANB,LVA,Latvia,2017,3.4
C01A-Cardiac glycosides,NBPYEANB,LVA,Latvia,2018,3.1
C01A-Cardiac glycosides,NBPYEANB,LVA,Latvia,2019,3.0
C01A-Cardiac glycosides,NBPYEANB,LVA,Latvia,2020,2.8
C01A-Cardiac glycosides,NBPYEANB,LVA,Latvia,2021,2.7
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,LVA,Latvia,2012,2.4
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,LVA,Latvia,2013,2.4
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,LVA,Latvia,2014,2.5
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,LVA,Latvia,2015,2.6
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,LVA,Latvia,2016,2.6
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,LVA,Latvia,2017,2.7
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,LVA,Latvia,2018,2.7
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,LVA,Latvia,2019,2.8
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,LVA,Latvia,2020,3.0
"C01B-Antiarrhythmics, Class I and III",NBPYEANB,LVA,Latvia,2021,2.7
C02-Antihypertensives,NBPYEANB,LVA,Latvia,2012,7.7
C02-Antihypertensives,NBPYEANB,LVA,Latvia,2013,8.7
C02-Antihypertensives,NBPYEANB,LVA,Latvia,2014,9.3
C02-Antihypertensives,NBPYEANB,LVA,Latvia,2015,9.8
C02-Antihypertensives,NBPYEANB,LVA,Latvia,2016,10.4
C02-Antihypertensives,NBPYEANB,LVA,Latvia,2017,11.4
C02-Antihypertensives,NBPYEANB,LVA,Latvia,2018,12.0
C02-Antihypertensives,NBPYEANB,LVA,Latvia,2019,13.3
C02-Antihypertensives,NBPYEANB,LVA,Latvia,2020,16.0
C02-Antihypertensives,NBPYEANB,LVA,Latvia,2021,15.6
C03-Diuretics,NBPYEANB,LVA,Latvia,2012,18.6
C03-Diuretics,NBPYEANB,LVA,Latvia,2013,19.2
C03-Diuretics,NBPYEANB,LVA,Latvia,2014,19.2
C03-Diuretics,NBPYEANB,LVA,Latvia,2015,18.8
C03-Diuretics,NBPYEANB,LVA,Latvia,2016,18.6
C03-Diuretics,NBPYEANB,LVA,Latvia,2017,18.5
C03-Diuretics,NBPYEANB,LVA,Latvia,2018,18.5
C03-Diuretics,NBPYEANB,LVA,Latvia,2019,19.0
C03-Diuretics,NBPYEANB,LVA,Latvia,2020,19.6
C03-Diuretics,NBPYEANB,LVA,Latvia,2021,19.2
C07-Beta blocking agents,NBPYEANB,LVA,Latvia,2012,40.1
C07-Beta blocking agents,NBPYEANB,LVA,Latvia,2013,43.6
C07-Beta blocking agents,NBPYEANB,LVA,Latvia,2014,46.4
C07-Beta blocking agents,NBPYEANB,LVA,Latvia,2015,48.1
C07-Beta blocking agents,NBPYEANB,LVA,Latvia,2016,49.7
C07-Beta blocking agents,NBPYEANB,LVA,Latvia,2017,52.1
C07-Beta blocking agents,NBPYEANB,LVA,Latvia,2018,52.8
C07-Beta blocking agents,NBPYEANB,LVA,Latvia,2019,56.0
C07-Beta blocking agents,NBPYEANB,LVA,Latvia,2020,60.8
C07-Beta blocking agents,NBPYEANB,LVA,Latvia,2021,60.3
C08-Calcium channel blockers,NBPYEANB,LVA,Latvia,2012,37.5
C08-Calcium channel blockers,NBPYEANB,LVA,Latvia,2013,37.6
C08-Calcium channel blockers,NBPYEANB,LVA,Latvia,2014,37.0
C08-Calcium channel blockers,NBPYEANB,LVA,Latvia,2015,35.7
C08-Calcium channel blockers,NBPYEANB,LVA,Latvia,2016,33.6
C08-Calcium channel blockers,NBPYEANB,LVA,Latvia,2017,33.1
C08-Calcium channel blockers,NBPYEANB,LVA,Latvia,2018,31.7
